RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
21,0,12/14/09,ADESA,2002,7,CHRYSLER,VOYAGER FWD V6,Bas,MINIVAN 3.3L,BLUE,AUTO,2,Covers,54586,AMERICAN,VAN,CHRYSLER,2139,3106,5072,6424,3307,4388,6228,7413,NULL,NULL,19638,33619,FL,4800,0,1551
22,0,12/14/09,ADESA,2002,7,CHEVROLET,MONTE CARLO,SS,2D COUPE SS,WHITE,AUTO,1,Alloy,66536,AMERICAN,LARGE,GM,3522,4791,7689,10460,4403,5629,7512,8975,NULL,NULL,5546,33619,FL,5800,0,2003
23,0,12/21/09,ADESA,2004,5,CHEVROLET,VENTURE FWD V6,LS,PASSENGER 3.4L,SILVER,AUTO,2,Covers,98130,AMERICAN,VAN,GM,2290,3818,5646,7427,2446,3542,5999,8687,NULL,NULL,5546,33619,FL,4100,0,5613
24,0,12/21/09,ADESA,2006,3,CHEVROLET,HHR,LS,4D SUV 2.2L LS,GREY,AUTO,2,Covers,59789,AMERICAN,MEDIUM,GM,5693,6842,9586,11299,6062,7214,9721,11606,NULL,NULL,5546,33619,FL,7700,0,671
25,0,12/21/09,ADESA,2007,2,CHEVROLET,HHR,LS,4D SUV 2.2L LS,GREY,AUTO,2,Covers,65663,AMERICAN,MEDIUM,GM,5830,6923,9644,10838,7038,7945,11189,11803,NULL,NULL,5546,33619,FL,7000,0,728
26,1,12/21/09,ADESA,2004,5,MERCURY,SABLE,LS,4D SEDAN LS PREMIUM,WHITE,AUTO,1,Alloy,52106,AMERICAN,MEDIUM,FORD,2619,3561,6502,7274,3160,4376,6600,8074,NULL,NULL,5546,33619,FL,4500,0,754
27,0,12/21/09,ADESA,2002,7,GMC,ENVOY XL 4WD 6C,SLE,4D UTILITY 4.2L SLE,GOLD,AUTO,1,Alloy,88958,AMERICAN,MEDIUM SUV,GM,5367,6517,9005,10050,5510,6838,8522,10252,NULL,NULL,5546,33619,FL,8000,0,2452
28,0,12/21/09,ADESA,2004,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,WHITE,AUTO,1,Alloy,76173,AMERICAN,LARGE TRUCK,CHRYSLER,6407,8051,10378,12443,7159,8934,11135,12560,NULL,NULL,19638,33619,FL,8800,0,920
29,0,12/28/09,ADESA,2004,5,DODGE,DURANGO 4WD V8,SLT,4D SUV 5.7L SLT,RED,AUTO,1,Alloy,65393,AMERICAN,MEDIUM SUV,CHRYSLER,7243,8582,11805,13250,7863,10109,12295,15807,NULL,NULL,19638,33619,FL,8400,0,1411
30,0,12/28/09,ADESA,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,GREY,AUTO,1,Alloy,80064,AMERICAN,VAN,CHRYSLER,5439,7255,9587,11288,6175,7792,9768,11489,NULL,NULL,19638,33619,FL,5600,0,1763
31,0,12/28/09,ADESA,2003,6,CHEVROLET,SUBURBAN 1500 2WD,150,4D UTILITY 5.3L FFV LS,GOLD,AUTO,1,Alloy,77694,AMERICAN,LARGE SUV,GM,7220,8598,11181,12310,6910,8441,10739,12152,NULL,NULL,19638,33619,FL,8300,0,1923
32,1,12/28/09,ADESA,2002,7,FORD,EXPLORER 2WD V6,Spo,2D SUV 4.0L SPORT,BLUE,AUTO,1,Alloy,56300,AMERICAN,MEDIUM SUV,FORD,2989,3939,5731,6751,3062,4156,5622,6773,NULL,NULL,19638,33619,FL,4900,0,1220
33,0,12/28/09,ADESA,2006,3,CHRYSLER,300,Bas,4D SEDAN,BLACK,AUTO,2,Covers,78241,AMERICAN,SPECIALTY,CHRYSLER,8864,10403,13575,14872,8817,10367,12726,14374,NULL,NULL,19638,33619,FL,9500,0,1389
35,0,12/28/09,ADESA,2005,4,CHEVROLET,AVALANCHE 1500 2WD V,150,4D SUV-PICKUP 5.3L,BLACK,AUTO,1,Alloy,78434,AMERICAN,LARGE TRUCK,GM,10272,12753,15509,17813,11671,13560,16535,18390,NULL,NULL,19638,33619,FL,10700,0,1272
36,1,12/28/09,ADESA,2001,8,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L LX,GOLD,AUTO,1,Alloy,82944,AMERICAN,VAN,FORD,1805,2423,4318,5562,1840,2640,4407,5530,NULL,NULL,19638,33619,FL,3600,0,2322
37,0,12/28/09,ADESA,2005,4,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,GOLD,AUTO,2,Covers,76304,AMERICAN,VAN,FORD,4649,5156,8487,8989,5099,6341,8086,9738,NULL,NULL,19638,33619,FL,6100,0,1506
38,0,12/28/09,ADESA,2003,6,HYUNDAI,SONATA V6,GLS,4D SEDAN,GOLD,AUTO,1,Alloy,55711,OTHER ASIAN,MEDIUM,OTHER,2742,3724,5794,6788,2719,3894,5549,6795,NULL,NULL,19638,33619,FL,5100,0,971
39,0,1/4/10,ADESA,2005,5,CHRYSLER,300,Bas,4D SEDAN,SILVER,AUTO,2,Covers,76586,AMERICAN,SPECIALTY,CHRYSLER,7482,8662,11915,13794,8528,9943,12386,14079,NULL,NULL,19638,33619,FL,8200,0,1389
40,1,1/4/10,ADESA,2005,5,FORD,MUSTANG V6,Bas,2D COUPE,GOLD,AUTO,NULL,NULL,65078,AMERICAN,SPORTS,FORD,7669,8897,11047,13224,7669,8897,11047,13224,NULL,NULL,19638,33619,FL,8500,0,728
41,0,1/4/10,ADESA,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,MAROON,AUTO,2,Covers,65403,AMERICAN,MEDIUM,CHRYSLER,7149,8656,11086,12363,7937,9147,11415,12506,NULL,NULL,19638,33619,FL,6700,0,825
42,1,1/4/10,ADESA,2005,5,NISSAN,SENTRA,Bas,4D SEDAN 1.8,SILVER,AUTO,NULL,NULL,86889,TOP LINE ASIAN,COMPACT,OTHER,4522,5544,8115,9156,4522,5544,8115,9156,NULL,NULL,19638,33619,FL,5200,0,594
43,0,1/11/10,ADESA,2004,6,CHRYSLER,PACIFICA FWD,,4D SPORT TOURER,SILVER,AUTO,1,Alloy,68990,AMERICAN,CROSSOVER,CHRYSLER,6109,7449,9669,11713,6695,8221,9519,11325,NULL,NULL,19619,33619,FL,8500,0,1215
44,0,1/11/10,ADESA,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2,Covers,80949,AMERICAN,LARGE,GM,7868,9037,11742,13276,9017,10256,12810,14181,NULL,NULL,19619,33619,FL,7900,0,2152
45,0,1/11/10,ADESA,2004,6,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 5.7L,BLUE,AUTO,1,Alloy,52774,AMERICAN,LARGE TRUCK,CHRYSLER,6451,8015,10954,12342,7871,9234,11975,13004,NULL,NULL,19619,33619,FL,11335,0,754
46,1,1/11/10,ADESA,2004,6,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY,BLUE,AUTO,NULL,NULL,72191,TOP LINE ASIAN,MEDIUM SUV,OTHER,7033,8356,10916,12432,7033,8356,10916,12432,NULL,NULL,19619,33619,FL,7100,0,569
47,0,1/11/10,ADESA,2003,7,FORD,FOCUS,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,59858,AMERICAN,COMPACT,FORD,2599,3444,5894,7811,2788,3573,5724,6740,NULL,NULL,5546,33619,FL,4600,0,1220
48,1,1/11/10,ADESA,2002,8,TOYOTA,COROLLA,CE,4D SEDAN CE,SILVER,AUTO,NULL,NULL,79576,TOP LINE ASIAN,COMPACT,OTHER,2492,3290,5516,7088,2492,3290,5516,7088,NULL,NULL,19619,33619,FL,3900,0,869
49,1,1/11/10,ADESA,2004,6,FORD,FOCUS,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,73291,AMERICAN,COMPACT,FORD,3443,4322,7636,9586,2897,3802,6112,7097,NULL,NULL,19619,33619,FL,4100,0,1155
50,1,1/11/10,ADESA,2006,4,PONTIAC,G6 V6,GT,4D SEDAN GT,RED,AUTO,NULL,NULL,50227,AMERICAN,MEDIUM,GM,6630,7933,10660,12253,6630,7933,10660,12253,NULL,NULL,19619,33619,FL,7500,0,1003
51,0,1/11/10,ADESA,2003,7,DODGE,1500 RAM PICKUP 2WD,Lar,QUAD CAB 4.7L,BEIGE,AUTO,1,Alloy,82146,AMERICAN,LARGE TRUCK,CHRYSLER,6529,8087,11855,15842,6283,7591,9811,11189,NULL,NULL,5546,33619,FL,9400,0,1283
53,0,1/18/10,ADESA,2006,4,CHEVROLET,HHR,LS,4D SUV 2.2L LS,GOLD,AUTO,2,Covers,40919,AMERICAN,MEDIUM,GM,5456,6832,9488,11466,6189,7436,9696,11087,NULL,NULL,20928,33619,FL,7700,0,623
54,0,1/18/10,ADESA,2005,5,DODGE,NEON,SE,4D SEDAN,SILVER,AUTO,2,Covers,87643,AMERICAN,COMPACT,CHRYSLER,2755,3566,6142,7154,3799,4833,6792,8018,NULL,NULL,19638,33619,FL,4600,0,723
56,0,1/18/10,ADESA,2006,4,DODGE,DURANGO 2WD V8,SXT,4D SUV 4.7L,SILVER,AUTO,1,Alloy,50308,AMERICAN,MEDIUM SUV,CHRYSLER,8219,9414,12742,14018,8881,10454,13601,15016,NULL,NULL,20928,33619,FL,9635,0,1086
57,0,1/18/10,ADESA,2007,3,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,BLACK,AUTO,1,Alloy,80795,AMERICAN,LARGE,FORD,8806,10982,12674,15188,9310,11131,12872,14881,NULL,NULL,19638,33619,FL,7700,0,1633
58,0,1/18/10,ADESA,2006,4,DODGE,DURANGO 2WD V8,Adv,4D SUV 4.7L ADVENTURER,RED,AUTO,1,Alloy,62239,AMERICAN,MEDIUM SUV,CHRYSLER,10883,12166,15586,16956,10883,12166,15340,16512,NULL,NULL,20928,33619,FL,9135,0,1215
59,1,1/18/10,ADESA,2004,6,CHRYSLER,PACIFICA FWD,,4D SPORT TOURER,GOLD,AUTO,1,Alloy,87008,AMERICAN,CROSSOVER,CHRYSLER,5925,7204,9121,10766,6372,7756,9650,10993,NULL,NULL,19638,33619,FL,6900,0,1503
60,0,1/18/10,ADESA,2006,4,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,GOLD,AUTO,1,Alloy,64060,OTHER ASIAN,MEDIUM,OTHER,6299,7569,10379,11857,6745,8174,10313,11802,NULL,NULL,20928,33619,FL,7535,0,728
61,0,1/18/10,ADESA,2002,8,HYUNDAI,SONATA V6,Bas,4D SEDAN,BLUE,AUTO,2,Covers,77677,OTHER ASIAN,MEDIUM,OTHER,2136,3158,4773,6048,2895,4139,5498,6648,NULL,NULL,19638,33619,FL,4200,0,1103
62,0,1/18/10,ADESA,2003,7,FORD,MUSTANG V6,Bas,2D COUPE,GREY,AUTO,1,Alloy,58888,AMERICAN,SPORTS,FORD,4064,5082,7662,8873,4001,5106,7566,8676,NULL,NULL,20928,33619,FL,6300,0,971
63,0,1/18/10,ADESA,2006,4,FORD,FUSION 4C,SE,4D SEDAN SE,BLUE,AUTO,2,Covers,63557,AMERICAN,MEDIUM,FORD,6961,8524,10753,12665,8193,9725,11724,13068,NULL,NULL,19638,33619,FL,7100,0,728
64,1,1/18/10,ADESA,2003,7,TOYOTA,4 RUNNER 2WD V8,SR5,4D SPORT UTILITY SPORT EDITION,BEIGE,AUTO,1,Alloy,90026,TOP LINE ASIAN,MEDIUM SUV,OTHER,8811,10569,12602,15004,8234,9818,12146,13893,NULL,NULL,19638,33619,FL,7900,0,1209
65,0,1/18/10,ADESA,2005,5,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,BLUE,AUTO,1,Alloy,89705,AMERICAN,VAN,CHRYSLER,5094,6628,9006,10811,6175,7792,9768,11489,NULL,NULL,19638,33619,FL,6100,0,1763
66,0,1/18/10,ADESA,2004,6,DODGE,NEON,SXT,4D SEDAN,BLUE,AUTO,1,Alloy,64511,AMERICAN,COMPACT,CHRYSLER,2448,3259,5279,6228,2480,3280,5134,6144,NULL,NULL,19638,33619,FL,4100,0,630
67,1,1/18/10,ADESA,2005,5,PONTIAC,GRAND PRIX,GXP,4D SEDAN GXP,PURPLE,AUTO,1,Alloy,75513,AMERICAN,LARGE,GM,10122,11913,13679,15574,9316,10419,13219,14612,NULL,NULL,20928,33619,FL,9100,0,1974
68,0,1/18/10,ADESA,2006,4,CHRYSLER,SEBRING V6,Tou,4D SEDAN,BLACK,AUTO,1,Alloy,80608,AMERICAN,MEDIUM,CHRYSLER,4407,5646,8657,10097,4226,5421,8125,9403,NULL,NULL,19638,33619,FL,5800,0,1373
69,1,1/18/10,ADESA,2001,9,FORD,FOCUS,ZX3,2D COUPE ZX3,BLACK,AUTO,1,Alloy,95558,AMERICAN,COMPACT,FORD,2006,2669,4031,4871,2371,3122,4957,5927,NULL,NULL,19638,33619,FL,3700,0,1641
70,0,1/25/10,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,2,Covers,35796,OTHER ASIAN,MEDIUM,OTHER,5019,5870,8484,9263,5451,6336,8617,9919,NULL,NULL,5546,33619,FL,5900,0,462
71,0,1/25/10,ADESA,2006,4,MAZDA,MAZDA5,,4D WAGON SPORT,WHITE,AUTO,1,Alloy,83501,OTHER ASIAN,CROSSOVER,OTHER,7841,9211,11179,12142,7860,9170,11305,12281,NULL,NULL,19619,33619,FL,7300,0,1113
72,0,1/25/10,ADESA,2007,3,JEEP,LIBERTY 2WD V6,Spo,4D SUV,BLACK,AUTO,1,Alloy,70148,AMERICAN,SMALL SUV,CHRYSLER,9670,10949,14609,16541,10037,11627,14218,15701,NULL,NULL,19619,33619,FL,7300,0,686
73,0,1/25/10,ADESA,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,GOLD,AUTO,2,Covers,76052,AMERICAN,MEDIUM,GM,5034,6206,8358,9604,5265,6275,8540,10178,NULL,NULL,19619,33619,FL,4900,0,803
74,0,1/25/10,ADESA,2006,4,SUZUKI,FORENZA,,4D SEDAN,RED,AUTO,1,Alloy,72479,OTHER ASIAN,MEDIUM,OTHER,3620,4720,6484,8037,4439,5373,7460,9030,NULL,NULL,5546,33619,FL,4600,0,569
75,0,1/25/10,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,2,Covers,84542,AMERICAN,MEDIUM,FORD,3214,4157,6109,7379,3713,4578,6942,8242,NULL,NULL,5546,33619,FL,4500,0,983
76,0,1/25/10,ADESA,2005,5,DODGE,DAKOTA PICKUP 2WD V6,ST,QUAD CAB 3.7L ST,SILVER,AUTO,1,Alloy,61081,AMERICAN,SMALL TRUCK,CHRYSLER,6208,7176,10055,11247,7470,8553,11393,12672,NULL,NULL,19619,33619,FL,5900,0,1020
77,1,1/25/10,ADESA,2001,9,CHEVROLET,TAHOE 2WD,Bas,4D SUV 5.3L,WHITE,AUTO,1,Alloy,86483,AMERICAN,LARGE SUV,GM,5498,6393,8910,9822,6614,7649,9808,10913,NULL,NULL,19619,33619,FL,8300,0,2063
78,0,1/25/10,ADESA,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,43898,AMERICAN,COMPACT,GM,4465,5384,8391,9258,4836,5860,8549,9650,NULL,NULL,5546,33619,FL,5600,0,623
79,0,1/25/10,ADESA,2006,4,JEEP,LIBERTY 2WD V6,Spo,4D SUV,RED,AUTO,1,Alloy,57338,AMERICAN,SMALL SUV,CHRYSLER,8597,10149,12331,13928,8931,10567,12439,13962,NULL,NULL,19619,33619,FL,7500,0,588
80,1,1/25/10,ADESA,2003,7,FORD,EXPEDITION 2WD V8,XLT,4D SUV 4.6L XLT,SILVER,AUTO,NULL,NULL,59425,AMERICAN,LARGE SUV,FORD,6216,7470,9763,11452,6468,7813,10017,11930,NULL,NULL,19619,33619,FL,8700,0,1137
81,0,1/25/10,ADESA,2005,5,DODGE,DURANGO 2WD V8,ST,4D SUV 4.7L ST,RED,AUTO,2,Covers,79957,AMERICAN,MEDIUM SUV,CHRYSLER,6242,8058,10261,12091,6698,7400,11325,11897,NULL,NULL,19619,33619,FL,7700,0,1389
82,0,1/25/10,ADESA,2003,7,HONDA,ELEMENT 2WD,EX,4D SPORT UTILITY EX,BLUE,AUTO,1,Alloy,78559,TOP LINE ASIAN,SMALL SUV,OTHER,6412,7495,10072,11343,7166,8201,10148,11289,NULL,NULL,19619,33619,FL,8000,0,986
83,0,1/25/10,ADESA,2007,3,CHEVROLET,HHR,LT,4D SUV 2.2L LT,ORANGE,AUTO,1,Alloy,48386,AMERICAN,MEDIUM,GM,7470,9106,11322,13321,8333,9667,12066,12969,NULL,NULL,19619,33619,FL,7200,0,623
84,0,1/25/10,ADESA,2003,7,FORD,EXPEDITION 2WD V8,XLT,4D SUV 4.6L XLT,GOLD,AUTO,1,Alloy,80117,AMERICAN,LARGE SUV,FORD,6216,7470,9763,11452,7750,8899,11407,13098,NULL,NULL,5546,33619,FL,8100,0,1413
86,0,1/25/10,ADESA,2005,5,SATURN,RELAY 2WD V6,,4D SPORT UTILITY,RED,AUTO,2,Covers,51145,AMERICAN,VAN,GM,5294,6470,9365,10934,5706,7303,9981,12208,NULL,NULL,19619,33619,FL,7500,0,1583
87,0,1/25/10,ADESA,2004,6,FORD,TAURUS,SES,4D SEDAN SES,GREY,AUTO,1,Alloy,88366,AMERICAN,MEDIUM,FORD,2575,3529,5601,7007,2513,3482,5266,6652,NULL,NULL,5546,33619,FL,4400,0,983
88,0,1/25/10,ADESA,2005,5,FORD,FREESTYLE 2WD V6,SEL,4D CUV 3.0L SEL,GOLD,AUTO,1,Alloy,55909,AMERICAN,CROSSOVER,FORD,7350,8513,12016,13918,8320,9344,12490,13398,NULL,NULL,5546,33619,FL,8500,0,1169
89,0,2/1/10,ADESA,2005,5,FORD,F150 PICKUP 2WD V8,Lar,CREW CAB 5.4L KING RANCH,GREY,AUTO,1,Alloy,86702,AMERICAN,LARGE TRUCK,FORD,12004,15664,17400,21702,11520,14974,16133,19975,NULL,NULL,19638,33619,FL,10100,0,853
90,0,2/1/10,ADESA,2006,4,FORD,FUSION 4C,SE,4D SEDAN SE,RED,AUTO,1,Alloy,81424,AMERICAN,MEDIUM,FORD,7387,9053,11237,13384,7599,9140,11076,12386,NULL,NULL,19638,33619,FL,6900,0,853
91,0,2/1/10,ADESA,2004,6,NISSAN,ALTIMA,Bas,4D SEDAN,GREEN,AUTO,2,Covers,65379,TOP LINE ASIAN,MEDIUM,OTHER,4704,5612,7671,8988,5747,6830,9091,10242,NULL,NULL,19638,33619,FL,7700,0,630
92,0,2/1/10,ADESA,2004,6,CHEVROLET,TRAILBLAZER EXT 2WD,LT,4D SUV 4.2L LS,RED,AUTO,1,Alloy,74954,AMERICAN,MEDIUM SUV,GM,6115,7807,10007,11980,6860,8150,10219,11276,NULL,NULL,19638,33619,FL,8900,0,1155
93,0,2/1/10,ADESA,2002,8,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GOLD,AUTO,1,Alloy,49328,AMERICAN,MEDIUM SUV,GM,4081,5039,7246,8315,5204,6130,8011,8587,NULL,NULL,19638,33619,FL,7400,0,1134
95,0,2/1/10,ADESA,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,2,Covers,43412,AMERICAN,MEDIUM,CHRYSLER,5628,6695,9226,10349,6303,7254,9456,10497,NULL,NULL,19638,33619,FL,5800,0,975
96,0,2/1/10,ADESA,2004,6,CHEVROLET,TRACKER 2WD V6,LT,4D SUV HARDTOP 2.5L LT,WHITE,AUTO,1,Alloy,78412,AMERICAN,SMALL SUV,GM,4220,4497,7415,7637,4133,4626,7374,7790,NULL,NULL,19638,33619,FL,5100,0,1155
97,0,2/1/10,ADESA,2004,6,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 5.7L,PURPLE,AUTO,1,Alloy,74026,AMERICAN,LARGE TRUCK,CHRYSLER,6964,8498,10836,12389,8132,9370,11798,13307,NULL,NULL,19638,33619,FL,10200,0,920
98,1,2/8/10,ADESA,2002,8,FORD,MUSTANG V6,Bas,2D COUPE,WHITE,AUTO,1,Alloy,64822,AMERICAN,SPORTS,FORD,3442,4419,6382,7874,4347,5324,7185,8419,NULL,NULL,5546,33619,FL,6100,0,1028
99,0,2/8/10,ADESA,2004,6,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,PURPLE,AUTO,1,Alloy,80491,AMERICAN,LARGE TRUCK,CHRYSLER,6601,8123,10917,12227,7456,9222,11374,12791,NULL,NULL,5546,33619,FL,9400,0,983
100,0,2/8/10,ADESA,2005,5,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,RED,AUTO,2,Covers,85003,AMERICAN,VAN,FORD,4645,5384,8601,9504,4645,6079,7487,9288,NULL,NULL,5546,33619,FL,5600,0,1633
101,0,2/8/10,ADESA,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,2,Covers,65711,AMERICAN,MEDIUM,CHRYSLER,5039,6214,8160,9556,5418,6429,8649,9719,NULL,NULL,19638,33619,FL,4700,0,1215
102,0,2/8/10,ADESA,2005,5,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 5.7L SLT,GREY,AUTO,1,Alloy,56064,AMERICAN,LARGE TRUCK,CHRYSLER,9202,11302,13865,15718,9922,12211,14344,16829,NULL,NULL,19638,33619,FL,11300,0,754
103,0,2/8/10,ADESA,2006,4,CHRYSLER,300,Bas,4D SEDAN,BLACK,AUTO,2,Covers,62230,AMERICAN,SPECIALTY,CHRYSLER,9090,10656,13016,14681,10119,11611,14134,15616,NULL,NULL,5546,33619,FL,10100,0,1215
104,0,2/8/10,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,WHITE,AUTO,2,Covers,62190,OTHER ASIAN,MEDIUM,OTHER,5207,5979,8864,10179,5406,6277,8550,9832,NULL,NULL,19638,33619,FL,5400,0,533
