RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
72741,0,7/8/09,ADESA,2004,5,CHRYSLER,CROSSFIRE 3.2L V6 MP,,2D COUPE,RED,AUTO,1,Alloy,34528,AMERICAN,SPORTS,CHRYSLER,9431,10673,10685,12027,9431,10673,10685,12027,NULL,NULL,18111,30212,GA,9600,0,1061
72742,1,7/8/09,ADESA,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,WHITE,AUTO,NULL,NULL,56856,OTHER ASIAN,MEDIUM,OTHER,3996,4973,4816,5871,3996,4973,4816,5871,NULL,NULL,18111,30212,GA,5200,0,505
72743,0,7/8/09,ADESA,2006,3,CHEVROLET,MONTE CARLO 3.9L V6,LT,2D COUPE LT,RED,AUTO,1,Alloy,68300,AMERICAN,LARGE,GM,7799,9205,8923,10441,8011,9698,9152,10974,NULL,NULL,18111,30212,GA,7600,0,1703
72744,0,7/8/09,ADESA,2003,6,MERCURY,SABLE 3.0L V6 4V /EF,LS,4D SEDAN LS PREMIUM,RED,AUTO,1,Alloy,74733,AMERICAN,MEDIUM,FORD,3364,4624,4133,5494,2885,4254,3616,5094,NULL,NULL,18881,30212,GA,4600,0,1220
72745,0,7/8/09,ADESA,2006,3,CHRYSLER,PACIFICA FWD 3.5L V6,Bas,4D SPORT,WHITE,AUTO,1,Alloy,65945,AMERICAN,CROSSOVER,CHRYSLER,8411,10029,9584,11331,8411,10029,9584,11331,NULL,NULL,18111,30212,GA,7500,0,1215
72746,0,7/8/09,ADESA,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,GREY,AUTO,2,Covers,92250,AMERICAN,MEDIUM,GM,4270,5765,5112,6726,3763,5077,4564,5983,NULL,NULL,18881,30212,GA,4100,0,1341
72747,0,7/8/09,ADESA,2005,4,FORD,MUSTANG V6 4.0L V6 E,Bas,2D COUPE,SILVER,AUTO,1,Alloy,77178,AMERICAN,SPORTS,FORD,8877,10314,10087,11639,8967,10382,10184,11713,NULL,NULL,18881,30212,GA,8500,0,803
72748,0,7/15/09,ADESA,2005,4,HYUNDAI,SONATA V6 2.7L V6 MP,GLS,4D SEDAN,SILVER,AUTO,1,Alloy,79198,OTHER ASIAN,MEDIUM,OTHER,4127,5351,4957,6279,4389,6102,5240,7090,NULL,NULL,20740,30212,GA,6800,0,803
72749,0,7/15/09,ADESA,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,SILVER,AUTO,1,Alloy,86870,AMERICAN,MEDIUM,CHRYSLER,5427,6508,6361,7529,5429,6464,6363,7481,NULL,NULL,20740,30212,GA,5000,0,1503
72750,0,7/15/09,ADESA,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,WHITE,AUTO,1,Alloy,83178,AMERICAN,VAN,CHRYSLER,5976,7886,6954,9017,5930,7847,6904,8975,NULL,NULL,20740,30212,GA,7000,0,1763
72751,0,7/15/09,ADESA,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BROWN,AUTO,1,Alloy,77215,AMERICAN,LARGE,GM,6897,8449,7949,9625,6382,7936,7393,9071,NULL,NULL,20740,30212,GA,7100,0,1974
72752,0,7/15/09,ADESA,2005,4,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,GREY,AUTO,1,Alloy,87075,AMERICAN,LARGE TRUCK,CHRYSLER,9339,11138,10586,12529,9543,11422,10806,12836,NULL,NULL,18881,30212,GA,9500,0,983
72753,0,7/15/09,ADESA,2004,5,FORD,ESCAPE 2WD V6 3.0L V,XLS,4D CUV 3.0L XLS,GOLD,AUTO,1,Alloy,87889,AMERICAN,SMALL SUV,FORD,4423,5734,5277,6693,5089,6608,5996,7637,NULL,NULL,18881,30212,GA,6200,0,983
72754,0,7/22/09,ADESA,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,GREY,AUTO,2,Covers,55758,AMERICAN,MEDIUM,CHRYSLER,3518,4516,4299,5377,3717,4838,4514,5725,NULL,NULL,18880,30212,GA,4700,0,1086
72755,0,7/22/09,ADESA,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,GOLD,AUTO,2,Covers,44074,AMERICAN,MEDIUM,CHRYSLER,8194,9045,9350,10269,8243,8997,9402,10217,NULL,NULL,18880,30212,GA,7900,0,834
72756,0,7/22/09,ADESA,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,RED,AUTO,NULL,NULL,76956,AMERICAN,MEDIUM,CHRYSLER,5427,6508,6361,7529,4918,5811,8680,9574,NULL,NULL,18881,30212,GA,6400,0,1389
72757,0,7/22/09,ADESA,2007,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,NULL,NULL,55024,AMERICAN,MEDIUM,CHRYSLER,6312,7367,7317,8456,6294,7396,7298,8488,NULL,NULL,18880,30212,GA,5700,0,1086
72758,0,7/22/09,ADESA,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GOLD,AUTO,NULL,NULL,84405,AMERICAN,LARGE,GM,6897,8449,7949,9625,5930,7423,10022,11477,NULL,NULL,18881,30212,GA,6250,0,2152
72759,0,7/22/09,ADESA,2007,2,MITSUBISHI,GALANT 4C 2.4L I4 EF,ES,4D SEDAN,RED,AUTO,NULL,NULL,72398,OTHER ASIAN,MEDIUM,OTHER,8031,9139,9173,10370,8323,9482,9489,10741,NULL,NULL,18880,30212,GA,7400,0,569
72760,0,7/22/09,ADESA,2006,3,KIA,OPTIMA 4C 2.4L I4 MP,LX,4D SEDAN LX,GOLD,AUTO,NULL,NULL,74401,OTHER ASIAN,MEDIUM,OTHER,4871,6206,5761,7202,5374,6907,6304,7960,NULL,NULL,18881,30212,GA,6600,0,803
72761,1,7/22/09,ADESA,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,NULL,NULL,63210,AMERICAN,MEDIUM,CHRYSLER,5427,6508,6361,7529,5540,6569,6483,7595,NULL,NULL,18880,30212,GA,5200,0,1215
72762,0,7/22/09,ADESA,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,WHITE,AUTO,2,Covers,81383,AMERICAN,MEDIUM,CHRYSLER,2547,3447,3251,4223,2609,3528,3318,4310,NULL,NULL,18881,30212,GA,4600,0,1243
72763,0,7/22/09,ADESA,2005,4,FORD,FREESTYLE FWD V6 3.0,SE,4D CUV 3.0L SE,SILVER,AUTO,1,Alloy,82518,AMERICAN,CROSSOVER,FORD,7647,9055,8759,10279,6639,7843,10182,11752,NULL,NULL,18880,30212,GA,6300,0,1633
72764,0,7/22/09,ADESA,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,BLUE,AUTO,NULL,NULL,23327,AMERICAN,MEDIUM,CHRYSLER,5427,6508,6361,7529,5115,6246,6024,7246,NULL,NULL,18880,30212,GA,6300,0,882
72765,0,7/29/09,ADESA,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,GOLD,MANUAL,2,Covers,65276,OTHER ASIAN,MEDIUM,OTHER,5451,6586,6387,7613,5603,6616,6551,7645,NULL,NULL,18111,30212,GA,4200,0,533
72766,1,7/29/09,ADESA,2006,3,CHEVROLET,EQUINOX AWD V6 3.4L,LS,4D SUV LS,SILVER,AUTO,2,Covers,81855,AMERICAN,MEDIUM SUV,GM,8776,10806,9978,12170,8987,11111,10206,12500,NULL,NULL,18881,30212,GA,8000,0,1633
72767,0,7/29/09,ADESA,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,88829,AMERICAN,LARGE,GM,6897,8449,7949,9625,6777,8357,7819,9526,NULL,NULL,18881,30212,GA,6500,0,2152
72768,0,7/29/09,ADESA,2002,7,FORD,MUSTANG V6 3.8L V6 E,Bas,2D COUPE,RED,AUTO,1,Alloy,84549,AMERICAN,SPORTS,FORD,3765,4564,4566,5429,4114,5115,4943,6024,NULL,NULL,18881,30212,GA,4100,0,1153
72769,0,7/29/09,ADESA,2006,3,PONTIAC,G6 4C 2.4L I4 MPI,Bas,4D SEDAN SE,GREY,AUTO,2,Covers,55661,AMERICAN,MEDIUM,GM,6881,8242,7931,9401,5903,7070,9573,10879,NULL,NULL,18111,30212,GA,5700,0,837
72770,0,7/29/09,ADESA,2005,4,CHRYSLER,PACIFICA AWD 3.5L V6,Tou,4D SPORT TOURING,SILVER,AUTO,1,Alloy,67403,AMERICAN,CROSSOVER,CHRYSLER,9155,11215,10387,12612,8888,11090,10099,12477,NULL,NULL,18111,30212,GA,9000,0,1606
72771,0,7/29/09,ADESA,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,BLACK,AUTO,2,Covers,81375,AMERICAN,VAN,CHRYSLER,5050,6351,5954,7359,5303,6689,6227,7724,NULL,NULL,18111,30212,GA,5800,0,1763
72772,0,7/29/09,ADESA,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,EXT MINIVAN 3.3L LX,RED,AUTO,2,Covers,61107,AMERICAN,VAN,CHRYSLER,6242,7732,7241,8851,7040,8538,8103,9721,NULL,NULL,18111,30212,GA,6900,0,1411
72773,0,7/29/09,ADESA,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,RED,AUTO,2,Covers,85892,AMERICAN,MEDIUM,CHRYSLER,5488,6516,6427,7537,5955,6947,6931,8003,NULL,NULL,18881,30212,GA,5300,0,1503
72774,0,7/29/09,ADESA,2006,3,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,SILVER,AUTO,2,Covers,71205,AMERICAN,SPECIALTY,CHRYSLER,9495,11215,10755,12612,9755,11419,11035,12833,NULL,NULL,18111,30212,GA,8600,0,1389
72775,1,7/29/09,ADESA,2004,5,CHRYSLER,SEBRING V6 2.7L V6 M,Lim,4D SEDAN LIMITED,SILVER,AUTO,1,Alloy,79412,AMERICAN,MEDIUM,CHRYSLER,4829,6010,5715,6991,3703,5031,7418,8422,NULL,NULL,18881,30212,GA,4950,0,1272
72776,0,7/29/09,ADESA,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,MINIVAN 3.3L,SILVER,AUTO,2,Covers,81273,AMERICAN,VAN,CHRYSLER,7104,9124,8172,10354,6517,8634,7538,9825,NULL,NULL,18111,30212,GA,6600,0,1763
72777,0,7/29/09,ADESA,2005,4,CHEVROLET,AVEO 1.6L I-4 EFI DO,LS,4D SEDAN,BLUE,AUTO,2,Covers,78674,AMERICAN,COMPACT,GM,2839,3513,3566,4294,2814,3572,3539,4358,NULL,NULL,18881,30212,GA,5000,0,803
72778,0,8/5/09,ADESA,2006,3,LINCOLN,ZEPHYR 3.0L V6 SFI,,4D SEDAN,BLACK,AUTO,1,Alloy,77391,AMERICAN,SPECIALTY,FORD,14438,16132,16093,17923,15161,16722,16874,18560,NULL,NULL,8172,30212,GA,10600,0,1272
72779,0,8/5/09,ADESA,2004,5,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,BLUE,MANUAL,2,Covers,74220,OTHER ASIAN,MEDIUM,OTHER,3162,3918,3915,4731,2989,3925,6260,7357,NULL,NULL,18881,30212,GA,4500,0,569
72780,1,8/5/09,ADESA,2008,1,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,2,Covers,76679,AMERICAN,LARGE,GM,9421,10293,10675,11616,9338,10184,10585,11499,NULL,NULL,18881,30212,GA,7100,0,1974
72781,1,8/5/09,ADESA,2005,4,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON,BLUE,AUTO,NULL,NULL,77844,AMERICAN,MEDIUM SUV,CHRYSLER,9420,10593,10674,11940,9176,10335,10410,11662,NULL,NULL,18881,30212,GA,8400,0,1857
72782,1,8/5/09,ADESA,2003,6,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN SXT,SILVER,AUTO,NULL,NULL,76333,AMERICAN,COMPACT,CHRYSLER,2577,3564,3283,4349,2429,3337,3123,4104,NULL,NULL,18881,30212,GA,3750,0,986
72783,0,8/5/09,ADESA,2006,3,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,BLACK,AUTO,2,Covers,85309,AMERICAN,SPECIALTY,CHRYSLER,9495,11215,10755,12612,10057,11736,11362,13175,NULL,NULL,18881,30212,GA,9500,0,1503
72784,0,8/5/09,ADESA,2006,3,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,BLUE,AUTO,2,Covers,66930,AMERICAN,SPECIALTY,CHRYSLER,9495,11215,10755,12612,9370,11053,10620,12437,NULL,NULL,8172,30212,GA,8400,0,1215
72785,0,8/5/09,ADESA,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN TOURING,BLACK,AUTO,2,Covers,79607,AMERICAN,MEDIUM,CHRYSLER,4668,5784,5541,6747,4704,5885,5580,6856,NULL,NULL,8172,30212,GA,4700,0,1389
72786,0,8/5/09,ADESA,2006,3,JEEP,COMMANDER 4WD V6 3.7,Bas,4D WAGON,BLACK,AUTO,1,Alloy,70895,AMERICAN,LARGE SUV,CHRYSLER,13123,14852,14673,16540,13676,15503,15270,17243,NULL,NULL,18881,30212,GA,9900,0,1857
72787,0,8/5/09,ADESA,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,WHITE,AUTO,2,Covers,67164,AMERICAN,VAN,CHRYSLER,4827,6260,5713,7261,4167,5338,7800,10028,NULL,NULL,8172,30212,GA,6700,0,1411
72788,0,8/5/09,ADESA,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,WHITE,AUTO,2,Covers,67770,AMERICAN,VAN,CHRYSLER,6996,8023,8056,9165,7391,8310,8482,9475,NULL,NULL,8172,30212,GA,6700,0,1411
72789,0,8/5/09,ADESA,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BLUE,AUTO,2,Covers,56304,AMERICAN,LARGE,GM,7712,9180,8829,10414,7988,9261,9127,10502,NULL,NULL,8172,30212,GA,7000,0,1500
72790,0,8/5/09,ADESA,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,GOLD,AUTO,2,Covers,84701,AMERICAN,VAN,CHRYSLER,4827,6260,5713,7261,4773,6158,5655,7151,NULL,NULL,18881,30212,GA,6400,0,1763
72791,0,8/5/09,ADESA,2007,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,2,Covers,46632,AMERICAN,MEDIUM,CHRYSLER,6312,7367,7317,8456,6489,7479,7508,8577,NULL,NULL,8172,30212,GA,6300,0,975
72792,1,8/5/09,ADESA,2006,3,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 3.7L,GREY,AUTO,NULL,NULL,86367,AMERICAN,LARGE TRUCK,CHRYSLER,9536,11534,10799,12957,9532,11530,10795,12952,NULL,NULL,8172,30212,GA,9000,0,594
72793,0,8/12/09,ADESA,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,GOLD,AUTO,1,Alloy,69307,AMERICAN,MEDIUM,CHRYSLER,2547,3447,3251,4223,2800,3849,3524,4657,NULL,NULL,18881,30212,GA,5000,0,1020
72794,0,8/12/09,ADESA,2006,3,DODGE,CHARGER 3.5L V6 EFI,Bas,4D SEDAN,GREY,AUTO,2,Covers,63109,AMERICAN,SPECIALTY,CHRYSLER,9433,11227,10688,12625,9040,10620,10263,11970,NULL,NULL,18881,30212,GA,10000,0,1215
72795,0,8/12/09,ADESA,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,RED,AUTO,2,Covers,95724,AMERICAN,MEDIUM,GM,3496,5079,4276,5985,3128,4589,3878,5456,NULL,NULL,18881,30212,GA,4100,0,1341
72796,1,8/12/09,ADESA,2003,6,FORD,EXPEDITION 2WD V8 4.,XLT,4D SUV 4.6L XLT,RED,AUTO,1,Alloy,84941,AMERICAN,LARGE SUV,FORD,7270,8615,8352,9804,6677,7924,7711,9058,NULL,NULL,18881,30212,GA,10000,0,1413
72797,0,8/12/09,ADESA,2004,5,SATURN,ION 2.2L I4 EFI / SF,1,4D SEDAN LEVEL 1,SILVER,MANUAL,2,Covers,83819,AMERICAN,MEDIUM,GM,3316,4385,4081,5236,3754,4450,6715,7652,NULL,NULL,18881,30212,GA,4100,0,853
72798,0,8/12/09,ADESA,2005,4,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,BLACK,AUTO,1,Alloy,84829,AMERICAN,LARGE,FORD,6124,7519,7114,8621,6936,8098,7991,9246,NULL,NULL,18881,30212,GA,6450,0,1633
72799,0,8/12/09,ADESA,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,GREEN,AUTO,1,Alloy,95552,AMERICAN,MEDIUM SUV,GM,8077,9873,9223,11163,7572,9064,10694,12722,NULL,NULL,18881,30212,GA,6500,0,1630
72800,0,8/12/09,ADESA,2006,3,MAZDA,MAZDA5 2.3L I4 MFI /,,4D WAGON SPORT,GREY,AUTO,1,Alloy,60716,OTHER ASIAN,CROSSOVER,OTHER,9310,10794,10555,12158,9166,11080,10399,12466,NULL,NULL,18881,30212,GA,7700,0,923
72801,1,8/19/09,ADESA,2003,6,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L FFV SE,BLUE,AUTO,2,Covers,70866,AMERICAN,VAN,CHRYSLER,2885,3843,3616,4650,3559,5106,4344,6014,NULL,NULL,18111,30212,GA,4100,0,1923
72802,0,8/19/09,ADESA,2006,3,JEEP,COMMANDER 2WD V6 3.7,Bas,4D WAGON,WHITE,AUTO,1,Alloy,69579,AMERICAN,LARGE SUV,CHRYSLER,12348,13749,13836,15349,12695,13953,14211,15569,NULL,NULL,18111,30212,GA,10400,0,1508
72803,0,8/19/09,ADESA,2006,3,NISSAN,SENTRA 1.8L I4 EFI /,Bas,4D SEDAN 1.8,SILVER,AUTO,1,Alloy,79703,TOP LINE ASIAN,COMPACT,OTHER,6888,8306,7939,9470,7241,8768,8320,9969,NULL,NULL,18111,30212,GA,5800,0,569
72804,0,8/19/09,ADESA,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,GREY,AUTO,2,Covers,53023,AMERICAN,MEDIUM,CHRYSLER,8208,9017,9365,10238,8568,9325,9753,10571,NULL,NULL,18111,30212,GA,7700,0,920
72805,0,8/19/09,ADESA,2004,5,CHEVROLET,TAHOE 2WD 4.8L V8 SF,LS,4D SUV 4.8L LS,BLUE,AUTO,1,Alloy,83848,AMERICAN,LARGE SUV,GM,9878,11261,11168,12662,10146,11640,11458,13071,NULL,NULL,18111,30212,GA,9200,0,1763
